,11,2,1,3,13
wood,0.00022347477676935742,955.4019966681743,23.647300802134524,503.07831656595783,4.544211797976934e-06
steel,0.0026697265013630104,3885.6686821545372,109.01487814115539,1192.2747698751446,7.905062805585705e-06
resin,0.00011525203268036591,317.3170401500537,9.791659424195183,222.46471535713042,4.2073751627988106e-07
magnet,0.00254046544071428,10699.940429125301,84.27490430551653,920.3067736463885,7.821993417195844e-06
copper,0.04200460873273374,15894.202582955368,38.2584974779552,556.1690761015391,4.572323143529881e-06
other,0.0036747478645798902,1357.4885021214748,7.095495687851985,113.25414885215575,7.873071274031392e-07
transport,1.0819072174219644e-05,40.504872671741424,3.325970782793864,48.47641842701916,3.0782009014553945e-07
18m steel no zinc,0.0034541839487437164,20314.440380580676,741.8313099660486,7461.14238674328,4.87156019145446e-05
18m concrete,0.005700645088826709,9707.523208865003,556.2450563364047,4115.119432297806,2.6207149952018872e-05
18m zinc,0.03125658544079255,17432.86599090675,98.75774300500711,1619.1710416045858,9.080427998494077e-05
18m cable,0.027153974046471543,10004.707324122079,14.583017356770847,188.12359864186257,2.5065172505821227e-06
18m transport concrete,0.00013695573698753422,507.92768804244554,39.926268956729785,602.9550528481278,4.417026906965032e-06
18m transport steel,3.8297192423283256e-05,136.74796555499353,10.58847963694637,156.28742520031847,1.0239002501275717e-06
electronics rectifier,0.003681529934338237,2130.9220790698264,54.63050235428475,696.4028004965995,3.0337467018788235e-06
electronics charge controller,0.002897905082567913,1088.2001575335512,13.131843115664457,162.38619542269072,8.806052322274386e-07
electronics dump load,0.001352844899149254,923.5302343702217,30.254708522526784,383.2385777937218,1.4800323641843225e-06
electronics batteries,0.576731181738338,146448.87980388652,1293.4864764466895,18068.830157735698,9.425538695363717e-05
electronics inverter,0.014854149490218814,6904.507007746216,90.72599317549862,1150.3138388042012,5.209470186843684e-06
electronics cables,0.10341721963580089,37281.41412087894,69.64873077934739,996.1944166110565,9.782957751284553e-06
electronics transport,4.832387742905628e-05,108.13366315771961,7.741271020420673,110.44009296125884,7.728976272371894e-07
